ITEM;CÓD;TIPO;DESCRIÇÃO;UN;PREÇO
001.01.103;92860;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 800 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;24,96
001.01.104;92862;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 900 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;27,86
001.01.105;92864;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 1000 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;30,77
001.01.106;92210;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;84,96
001.01.107;92211;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;108,84
001.01.108;92212;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;138,83
001.01.109;92213;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;191,5
001.01.110;92214;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;209,51
001.01.111;92215;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;253,13
001.01.112;92216;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;284,2
001.01.113;92219;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;91,17
001.01.114;92220;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;116,55
001.01.115;92221;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;147,87
001.01.116;92222;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;202,01
001.01.117;92223;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;221,26
001.01.118;92224;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;266,16
001.01.119;92226;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;298,79
001.01.120;92808;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;25,29
001.01.121;92809;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;32,48
001.01.122;92810;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;39,54
001.01.123;92811;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;47,16
001.01.124;92812;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;54,67
001.01.125;92813;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;63,6
001.01.126;92814;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;72,98
001.01.127;92815;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;83,91
001.01.128;92816;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;388,83
001.01.129;92817;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;104,99
001.01.130;92818;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;563,52
001.01.131;92819;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;141,33
001.01.132;92820;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;30,16
001.01.133;92821;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;38,7
001.01.134;92822;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;47,25
001.01.135;92824;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;56,2
001.01.136;92825;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;65,17
001.01.137;92826;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;75,34
001.01.138;92827;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;86,02
001.01.139;92828;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;98,5
001.01.140;92829;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;406,03
001.01.141;92830;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;122,19
001.01.142;92831;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;584,62
001.01.143;92832;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;162,43
001.01.144;73606;;ASSENTAMENTO DE TAMPAO DE FERRO FUNDIDO 900 MM;UN;95,02
001.01.145;73607;;ASSENTAMENTO DE TAMPAO DE FERRO FUNDIDO 600 MM;UN;63,34
001.01.146;83622;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 40CM, FORNECIMENTO E ASSENTAMENTO;M;68,73
001.01.147;83623;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 30CM, FORNECIMENTO E ASSENTAMENTO;M;36,52
001.01.148;83624;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 20CM, FORNECIMENTO E ASSENTAMENTO;M;153,16
001.01.149;83626;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 15CM, FORNECIMENTO E ASSENTAMENTO;M;120,92
001.01.150;83627;;TAMPAO DE FERRO FUNDIDO, D = 60CM, 175KG, P = CHAMINE CX AREIA/POCO VISITA ASSENTADO COM ARG CIM/AREIA 1:4, FORNECIMENTO E ASSENTAMENTO;UN;412,19
001.01.151;83724;;ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDIDO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 50 A 300 MM.;KG;1,23
001.01.152;83725;;ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDIDO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 350 A 600 MM.;KG;0,88
001.01.153;83726;;ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDIDO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 700 A 1200 MM.;KG;0,62
001.01.154;74215/1;;MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 200MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, CADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VALA, EXCETO ROCHA, ATE 1,50 M.;M;101,73
001.01.155;74215/2;;MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 150MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, CADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VALA, EXCETO ROCHA, ATE 1,50 M.;M;60,64
001.01.156;74215/3;;MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 100MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, CADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VALA, EXCETO ROCHA, ATE 1,50 M.;M;36,53
001.01.157;83520;;TE PVC PARA COLETOR ESGOTO, EB644, D=100MM, COM JUNTA ELASTICA.;UN;211,83
001.01.158;83531;;CURVA PARA REDE COLETOR ESGOTO, EB 644, 90GR, DN=200MM, COM JUNTA ELASTICA;UN;285,26
001.01.159;83535;;CURVA PVC PARA REDE COLETOR ESGOTO, EB-644, 45 GR, 200 MM, COM JUNTA ELASTICA.;UN;234,79
001.01.160;73884/1;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 50;UN;42,77
001.01.161;73884/2;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 75;UN;66,47
001.01.162;73884/3;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 100;UN;83,09
001.01.163;73884/4;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 150;UN;405,14
001.01.164;73884/5;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 200;UN;472,67
001.01.165;73884/6;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 250;UN;573,95
001.01.166;73884/7;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 300;UN;641,48
001.01.167;73884/8;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 350;UN;675,24
001.01.168;73884/9;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 400;UN;742,76
001.01.169;73884/10;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 450;UN;776,52
001.01.170;73884/11;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 500;UN;844,05
001.01.171;73884/12;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 600;UN;911,57
001.01.172;73884/13;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 700;UN;1010,14
001.01.173;73884/14;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 800;UN;1010,14
001.01.174;73884/15;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 900;UN;1046,22
001.01.175;73884/16;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 1000;UN;1154,45
001.01.176;73885/1;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 50;UN;20,59
001.01.177;73885/2;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 75;UN;24,92
001.01.178;73885/3;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 100;UN;28,25
001.01.179;73885/4;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 150;UN;148,55
001.01.180;73885/5;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 200;UN;192,44
001.01.181;73885/6;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 250;UN;226,2
001.01.182;73885/7;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 300;UN;246,46
001.01.183;73885/8;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 350;UN;270,09
001.01.184;73885/9;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 400;UN;297,1
001.01.185;73885/10;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 450;UN;320,74
001.01.186;73885/11;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 500;UN;337,62
001.01.187;73885/12;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 600;UN;384,88
001.01.188;73839/1;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 150 MM;M;5,89
001.01.189;73839/2;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 200 MM;M;7,54
001.01.190;73839/3;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 250 MM;M;9,11
001.01.191;73839/4;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 300 MM;M;10,29
001.01.192;73839/5;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 350 MM;M;12,06
001.01.193;73839/6;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 400 MM;M;13,8
001.01.194;73839/7;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 450 MM;M;15,51
001.01.195;73839/8;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 500 MM;M;17,26
001.01.196;73839/9;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 600 MM;M;20,82
001.01.197;73839/10;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 700 MM;M;26,09
001.01.198;73839/11;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 800 MM;M;30,06
001.01.199;73839/12;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 900 MM;M;35,25
001.01.200;73839/13;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1000 MM;M;37,79
001.01.201;73839/14;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1100 MM;M;44,77
001.01.202;73839/15;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1200 MM;M;52,95
001.02;;;CANTEIRO DE OBRAS;;
001.02.01;73752/1;;SANITARIO COM VASO E CHUVEIRO PARA PESSOAL DE OBRA, COLETIVO DE 2 MODULOS E 4M2, PAREDES CHAPAS DE MADEIRA COMPENSADA PLASTIFICADA 10MM, TELHAS ONDULADAS DE 6MM DE FIBROCIMENTO, INCLUSIVE INSTALACAO E APARELHOS, REAPROVEITADO 2 VEZES (INSTALACOES E APARELHOS);UN;3350,88
001.02.02;73803/1;;GALPAO ABERTO PARA OFICINA E DEPOSITO DE CANTEIRO DE OBRAS, EM MADEIRA DE LEI;M2;213,35
001.02.03;74210/1;;BARRACAO PARA DEPOSITO EM TABUAS DE MADEIRA, COBERTURA EM FIBROCIMENTO 4 MM,  INCLUSO PISO ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA);M2;288,71
001.02.04;85253;;GALPAO ABERTO EM CANTEIRO DE OBRA, COM ESTRUTURA EM MADEIRA (REAPROVEITAMENTO 3X) E TELHA ONDULADA 6MM, INCLUINDO PISO CIMENTADO COM PREPARO DO TERRENO;M2;169,79
001.02.05;92235;;FECHAMENTO DE CONSTRUÇÃO TEMPORÁRIA EM CHAPA DE MADEIRA COMPENSADA E=10MM, COM REAPROVEITAMENTO DE 2X.;M2;43,57
001.02.06;93181;;FECHAMENTO TEMPORÁRIO EM CHAPA DE MADEIRA COMPENSADA E=12MM, COM REAPROVEITAMENTO 1,5X;M2;45,21
001.02.07;93206;;EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016;M2;693,63
001.02.08;93207;;EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA. AF_02/2016;M2;536,35
001.02.09;93208;;EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA. AF_02/2016;M2;406,83
001.02.10;93209;;EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016;M2;550,53
001.02.11;93210;;EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA. AF_02/2016;M2;323,9
001.02.12;93211;;EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016;M2;352,57
001.02.13;93212;;EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA. AF_02/2016;M2;501
001.02.14;93213;;EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016;M2;632,38
001.02.15;93214;;EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (1000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016;UN;984,22
001.02.16;93243;;EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (3000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016;UN;2060,18
001.02.17;74209/1;;PLACA DE OBRA EM CHAPA DE ACO GALVANIZADO;M2;323,97
001.02.18;73756/1;;MONTAGEM / DESMONTAGEM DE USINA CONCRETO TIPO PAREDE C/SILOS HORIZONTAL P/3 AGREGADOS, INCLUSIVE MECANICO (PESADO);UN;22572,03
001.02.19;73847/1;;ALUGUEL CONTAINER/ESCRIT INCL INST ELET LARG=2,20 COMP=6,20M          ALT=2,50M CHAPA ACO C/NERV TRAPEZ FORRO C/ISOL TERMO/ACUSTICO         CHASSIS REFORC PISO COMPENS NAVAL EXC TRANSP/CARGA/DESCARGA;MES;664,06
001.02.20;73847/2;;ALUGUEL CONTAINER/ESCRIT/WC C/1 VASO/1 LAV/1 MIC/4 CHUV LARG          =2,20M COMPR=6,20M ALT=2,50M CHAPA ACO NERV TRAPEZ FORROC/            ISOL TERMO-ACUST CHASSIS REFORC PISO COMPENS NAVAL INCL INST          ELETR/HIDRO-SANIT EXCL TRANSP/CARGA/DESCARGA;MES;890,24
001.02.21;73847/3;;ALUGUEL CONTAINER/SANIT C/2 VASOS/1 LAVAT/1 MIC/4 CHUV LARG=          2,20M COMPR=6,20M ALT=2,50M CHAPA ACO C/NERV TRAPEZ FORRO C/          ISOLAM TERMO/ACUSTICO CHASSIS REFORC PISO COMPENS NAVAL INCL          INST ELETR/HIDR EXCL TRANSP/CARGA/DESCARG;MES;1015,16
