ITEM;CÓDIGOS;CLASSE;DESCRIÇÃO;UNIDADE;VALOR
001.01.103;92860;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 800 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;26,22
001.01.104;92862;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 900 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;29,26
001.01.105;92864;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ESGOTO SANITÁRIO, DIÂMETRO DE 1000 MM, JUNTA ELÁSTICA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;32,33
001.01.106;92208;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;26,56
001.01.107;92210;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;83,62
001.01.108;92211;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;106,91
001.01.109;92212;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;136,01
001.01.110;92213;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;186,49
001.01.111;92214;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;204,38
001.01.112;92215;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;246,48
001.01.113;92216;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;276,85
001.01.114;92217;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;31,67
001.01.115;92219;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;90,16
001.01.116;92220;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;115,01
001.01.117;92221;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;145,5
001.01.118;92222;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;197,53
001.01.119;92223;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;216,72
001.01.120;92224;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;260,17
001.01.121;92226;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;292,18
001.01.122;92808;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;26,56
001.01.123;92809;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;34,09
001.01.124;92810;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;41,51
001.01.125;92811;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;49,49
001.01.126;92812;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;57,35
001.01.127;92813;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;66,67
001.01.128;92814;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;76,45
001.01.129;92815;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;87,81
001.01.130;92816;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;377,77
001.01.131;92817;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;109,88
001.01.132;92818;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;546,37
001.01.133;92819;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;147,91
001.01.134;92820;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;31,67
001.01.135;92821;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;40,63
001.01.136;92822;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;49,6
001.01.137;92824;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;58,98
001.01.138;92825;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;68,38
001.01.139;92826;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;79,01
001.01.140;92827;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;90,15
001.01.141;92828;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;103,14
001.01.142;92829;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;395,84
001.01.143;92830;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;127,95
001.01.144;92831;;TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015;M;568,55
001.01.145;92832;;ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015;M;170,08
001.01.146;73606;;ASSENTAMENTO DE TAMPAO DE FERRO FUNDIDO 900 MM;UN;99,33
001.01.147;73607;;ASSENTAMENTO DE TAMPAO DE FERRO FUNDIDO 600 MM;UN;66,22
001.01.148;83623;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 30CM, FORNECIMENTO E ASSENTAMENTO;M;210,01
001.01.149;83624;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 20CM, FORNECIMENTO E ASSENTAMENTO;M;147,83
001.01.150;83626;;GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 15CM, FORNECIMENTO E ASSENTAMENTO;M;116,75
001.01.151;83627;;TAMPAO FOFO ARTICULADO, CLASSE B125 CARGA MAX 12,5 T, REDONDO TAMPA 600 MM, REDE PLUVIAL/ESGOTO, P = CHAMINE CX AREIA / POCO VISITA ASSENTADO COM ARG CIM/AREIA 1:4, FORNECIMENTO E ASSENTAMENTO;UN;396,22
001.01.152;83724;;ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDIDO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 50 A 300 MM.;KG;1,29
001.01.153;83725;;ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDIDO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 350 A 600 MM.;KG;0,91
001.01.154;83726;;ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDIDO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 700 A 1200 MM.;KG;0,65
001.01.155;74215/1;;MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 200MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, CADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VALA, EXCETO ROCHA, ATE 1,50 M.;M;106,25
001.01.156;74215/2;;MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 150MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, CADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VALA, EXCETO ROCHA, ATE 1,50 M.;M;62,98
001.01.157;74215/3;;MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 100MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, CADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VALA, EXCETO ROCHA, ATE 1,50 M.;M;37,46
001.01.158;83520;;TE PVC PARA COLETOR ESGOTO, EB644, D=100MM, COM JUNTA ELASTICA.;UN;203,38
001.01.159;83531;;CURVA PARA REDE COLETOR ESGOTO, EB 644, 90GR, DN=200MM, COM JUNTA ELASTICA;UN;273,02
001.01.160;83535;;CURVA PVC PARA REDE COLETOR ESGOTO, EB-644, 45 GR, 200 MM, COM JUNTA ELASTICA.;UN;225,51
001.01.161;73884/1;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 50;UN;44,72
001.01.162;73884/2;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 75;UN;69,77
001.01.163;73884/3;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 100;UN;87,22
001.01.164;73884/4;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 150;UN;382,58
001.01.165;73884/5;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 200;UN;446,34
001.01.166;73884/6;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 250;UN;541,99
001.01.167;73884/7;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 300;UN;605,75
001.01.168;73884/8;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 350;UN;637,63
001.01.169;73884/9;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 400;UN;701,4
001.01.170;73884/10;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 450;UN;733,28
001.01.171;73884/11;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 500;UN;797,04
001.01.172;73884/12;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 600;UN;860,8
001.01.173;73884/13;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 700;UN;961,28
001.01.174;73884/14;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 800;UN;961,28
001.01.175;73884/15;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 900;UN;972,38
001.01.176;73884/16;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 1000;UN;1.098,60
001.01.177;73885/1;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 50;UN;21,63
001.01.178;73885/2;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 75;UN;26,16
001.01.179;73885/3;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 100;UN;29,65
001.01.180;73885/4;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 150;UN;140,28
001.01.181;73885/5;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 200;UN;181,72
001.01.182;73885/6;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 250;UN;213,6
001.01.183;73885/7;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 300;UN;232,73
001.01.184;73885/8;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 350;UN;255,05
001.01.185;73885/9;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 400;UN;280,56
001.01.186;73885/10;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 450;UN;302,87
001.01.187;73885/11;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 500;UN;318,81
001.01.188;73885/12;;INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 600;UN;363,45
001.01.189;73839/1;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 150 MM;M;5,92
001.01.190;73839/2;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 200 MM;M;7,58
001.01.191;73839/3;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 250 MM;M;9,15
001.01.192;73839/4;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 300 MM;M;10,33
001.01.193;73839/5;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 350 MM;M;12,06
001.01.194;73839/6;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 400 MM;M;13,79
001.01.195;73839/7;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 450 MM;M;15,5
001.01.196;73839/8;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 500 MM;M;17,16
001.01.197;73839/9;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 600 MM;M;20,68
001.01.198;73839/10;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 700 MM;M;26,1
001.01.199;73839/11;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 800 MM;M;30
001.01.200;73839/13;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1000 MM;M;37,53
001.01.201;73839/14;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1100 MM;M;44,51
001.01.202;73839/15;;ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1200 MM;M;52,56
001.01.203;73839/16;;ASSENTAMENTO DE TUBOS DE AÇO, COMJUNTA ELÁSTICA (COMPRIMENTO DE 6 M) - DN 900 MM;M;35,01
001.02;;;CANTEIRO DE OBRAS;;
001.02.01;92235;;FECHAMENTO DE CONSTRUÇÃO TEMPORÁRIA EM CHAPA DE MADEIRA COMPENSADA E=10MM, COM REAPROVEITAMENTO DE 2X.;M2;44,97
001.02.02;93181;;FECHAMENTO TEMPORÁRIO EM CHAPA DE MADEIRA COMPENSADA E=12MM, COM REAPROVEITAMENTO 1,5X;M2;46,33
001.02.03;93206;;EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;723,78
001.02.04;93207;;EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;563,04
001.02.05;93208;;EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, INCLUSO PRATELEIRAS. AF_02/2016;M2;436,3
001.02.06;93209;;EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM ALVENARIA, INCLUSO PRATELEIRAS. AF_02/2016;M2;582,81
001.02.07;93210;;EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;340,49
001.02.08;93211;;EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;370,74
001.02.09;93212;;EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO. AF_02/2016;M2;505,4
001.02.10;93213;;EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM ALVENARIA, NÃO INCLUSO MOBILIÁRIO. AF_02/2016;M2;648,98
001.02.11;93214;;EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (1000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016;UN;950,75
001.02.12;93243;;EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (3000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016;UN;1.889,98
001.02.13;93582;;EXECUÇÃO DE CENTRAL DE ARMADURA EM CANTEIRO DE OBRA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_04/2016;M2;169,5
001.02.14;93583;;EXECUÇÃO DE CENTRAL DE FÔRMAS, PRODUÇÃO DE ARGAMASSA OU CONCRETO EM CANTEIRO DE OBRA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_04/2016;M2;313,01
001.02.15;93584;;EXECUÇÃO DE DEPÓSITO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO. AF_04/2016;M2;475
001.02.16;93585;;EXECUÇÃO DE GUARITA EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO. AF_04/2016;M2;519,16
001.02.17;74209/1;;PLACA DE OBRA EM CHAPA DE ACO GALVANIZADO;M2;375,88
001.02.18;73756/1;;MONTAGEM / DESMONTAGEM DE USINA CONCRETO TIPO PAREDE C/SILOS HORIZONTAL P/3 AGREGADOS, INCLUSIVE MECANICO (PESADO);UN;23.530,60
001.02.19;73847/1;;ALUGUEL CONTAINER/ESCRIT INCL INST ELET LARG=2,20 COMP=6,20M          ALT=2,50M CHAPA ACO C/NERV TRAPEZ FORRO C/ISOL TERMO/ACUSTICO         CHASSIS REFORC PISO COMPENS NAVAL EXC TRANSP/CARGA/DESCARGA;MES;664,06
